series_id,year,date,value,period_id,period_code,period_abbreviation,period_name,period_month,period_type,pct_change
CUUR0000SA0,2019,2019-04-01,255.548,M04,M04,APR,April,4,monthly,0.019964397755302565
CUUR0000SA0,2019,2019-05-01,256.092,M05,M05,MAY,May,5,monthly,0.017902284687663972
CUUR0000SA0,2019,2019-06-01,256.143,M06,M06,JUN,June,6,monthly,0.016484846560762545
CUUR0000SA0,2019,2019-07-01,256.571,M07,M07,JUL,July,7,monthly,0.018114648063935146
CUUR0000SA0,2019,2019-08-01,256.558,M08,M08,AUG,August,8,monthly,0.017497798894291483
CUUR0000SA0,2019,2019-09-01,256.759,M09,M09,SEP,September,9,monthly,0.017113045131695204
CUUR0000SA0,2019,2019-10-01,257.346,M10,M10,OCT,October,10,monthly,0.017640429444213845
CUUR0000SA0,2019,2019-11-01,257.208,M11,M11,NOV,November,11,monthly,0.020512779818916194
CUUR0000SA0,2019,2019-12-01,256.974,M12,M12,DEC,December,12,monthly,0.022851297401217163
CUUR0000SA0,2020,2020-01-01,257.971,M01,M01,JAN,January,1,monthly,0.024865719552504606
CUUR0000SA0,2020,2020-02-01,258.678,M02,M02,FEB,February,2,monthly,0.023348735639459495
CUUR0000SA0,2020,2020-03-01,258.115,M03,M03,MAR,March,3,monthly,0.015393269919198094
CUUR0000SA0,2020,2020-04-01,256.389,M04,M04,APR,April,4,monthly,0.003290966863368272
CUUR0000SA0,2020,2020-05-01,256.394,M05,M05,MAY,May,5,monthly,0.0011792637021070806
CUUR0000SA0,2020,2020-06-01,257.797,M06,M06,JUN,June,6,monthly,0.006457330475554857
CUUR0000SA0,2020,2020-07-01,259.101,M07,M07,JUL,July,7,monthly,0.009860818253037085
CUUR0000SA0,2020,2020-08-01,259.918,M08,M08,AUG,August,8,monthly,0.013096453823307153
CUUR0000SA0,2020,2020-09-01,260.28,M09,M09,SEP,September,9,monthly,0.013713248610564666
CUUR0000SA0,2020,2020-10-01,260.388,M10,M10,OCT,October,10,monthly,0.011820661677274913
CUUR0000SA0,2020,2020-11-01,260.229,M11,M11,NOV,November,11,monthly,0.011745357842679605
CUUR0000SA0,2020,2020-12-01,260.474,M12,M12,DEC,December,12,monthly,0.013620054947193205
CUUR0000SA0,2021,2021-01-01,261.582,M01,M01,JAN,January,1,monthly,0.013997697415600863
CUUR0000SA0,2021,2021-02-01,263.014,M02,M02,FEB,February,2,monthly,0.016762152173745104
CUUR0000SA0,2021,2021-03-01,264.877,M03,M03,MAR,March,3,monthly,0.02619762508959189
CUUR0000SA0,2021,2021-04-01,267.054,M04,M04,APR,April,4,monthly,0.041596948387021104
CUUR0000SA0,2021,2021-05-01,269.195,M05,M05,MAY,May,5,monthly,0.04992706537594471
CUUR0000SA0,2021,2021-06-01,271.696,M06,M06,JUN,June,6,monthly,0.053914514133213354
CUUR0000SA0,2021,2021-07-01,273.003,M07,M07,JUL,July,7,monthly,0.05365475239385398
CUUR0000SA0,2021,2021-08-01,273.567,M08,M08,AUG,August,8,monthly,0.05251271554874992
CUUR0000SA0,2021,2021-09-01,274.31,M09,M09,SEP,September,9,monthly,0.053903488550791634
CUUR0000SA0,2021,2021-10-01,276.589,M10,M10,OCT,October,10,monthly,0.062218689033288976
CUUR0000SA0,2021,2021-11-01,277.948,M11,M11,NOV,November,11,monthly,0.06809002839806477
CUUR0000SA0,2021,2021-12-01,278.802,M12,M12,DEC,December,12,monthly,0.07036402865545144
CUUR0000SA0,2022,2022-01-01,281.148,M01,M01,JAN,January,1,monthly,0.07479872468289117
CUUR0000SA0,2022,2022-02-01,283.716,M02,M02,FEB,February,2,monthly,0.07871063897739283
CUUR0000SA0,2022,2022-03-01,287.504,M03,M03,MAR,March,3,monthly,0.08542455554842432
CUUR0000SA0,2022,2022-04-01,289.109,M04,M04,APR,April,4,monthly,0.08258629340882373
CUUR0000SA0,2022,2022-05-01,292.296,M05,M05,MAY,May,5,monthly,0.08581511543676523
CUUR0000SA0,2022,2022-06-01,296.311,M06,M06,JUN,June,6,monthly,0.09059757964784154
CUUR0000SA0,2022,2022-07-01,296.276,M07,M07,JUL,July,7,monthly,0.0852481474562552
CUUR0000SA0,2022,2022-08-01,296.171,M08,M08,AUG,August,8,monthly,0.08262692503116242
CUUR0000SA0,2022,2022-09-01,296.808,M09,M09,SEP,September,9,monthly,0.0820166964383362
CUUR0000SA0,2022,2022-10-01,298.012,M10,M10,OCT,October,10,monthly,0.07745427330804922
CUUR0000SA0,2022,2022-11-01,297.711,M11,M11,NOV,November,11,monthly,0.07110322794191726
CUUR0000SA0,2022,2022-12-01,296.797,M12,M12,DEC,December,12,monthly,0.0645440133141082
CUUR0000SA0,2023,2023-01-01,299.17,M01,M01,JAN,January,1,monthly,0.06410146968856267
CUUR0000SA0,2023,2023-02-01,300.84,M02,M02,FEB,February,2,monthly,0.06035613077866597
CUUR0000SA0,2023,2023-03-01,301.836,M03,M03,MAR,March,3,monthly,0.04984974122099173
CUUR0000SA0,2023,2023-04-01,303.363,M04,M04,APR,April,4,monthly,0.049303203981889254
CUUR0000SA0,2023,2023-05-01,304.127,M05,M05,MAY,May,5,monthly,0.040476092727919744
CUUR0000SA0,2023,2023-06-01,305.109,M06,M06,JUN,June,6,monthly,0.029691776545588855
CUUR0000SA0,2023,2023-07-01,305.691,M07,M07,JUL,July,7,monthly,0.03177780177942169
CUUR0000SA0,2023,2023-08-01,307.026,M08,M08,AUG,August,8,monthly,0.03665112384399549
CUUR0000SA0,2023,2023-09-01,307.789,M09,M09,SEP,September,9,monthly,0.0369969812134443
CUUR0000SA0,2023,2023-10-01,307.671,M10,M10,OCT,October,10,monthly,0.03241144651893202
CUUR0000SA0,2023,2023-11-01,307.051,M11,M11,NOV,November,11,monthly,0.03137270708841777
CUUR0000SA0,2023,2023-12-01,306.746,M12,M12,DEC,December,12,monthly,0.033521228314302265
CUUR0000SA0,2024,2024-01-01,308.417,M01,M01,JAN,January,1,monthly,0.030908847812280538
CUUR0000SA0,2024,2024-02-01,310.326,M02,M02,FEB,February,2,monthly,0.031531711208615976
CUUR0000SA0,2024,2024-03-01,312.332,M03,M03,MAR,March,3,monthly,0.034773850700380304
CUUR0000SA0,2024,2024-04-01,313.548,M04,M04,APR,April,4,monthly,0.03357363950119163
CUUR0000SA0,2024,2024-05-01,314.069,M05,M05,MAY,May,5,monthly,0.032690290569400204
CUUR0000SA0,2024,2024-06-01,314.175,M06,M06,JUN,June,6,monthly,0.029713971072633072
CUUR0000SA0,2024,2024-07-01,314.54,M07,M07,JUL,July,7,monthly,0.028947531984913066
CUUR0000SA0,2024,2024-08-01,314.796,M08,M08,AUG,August,8,monthly,0.025307302964569622
CUUR0000SA0,2024,2024-09-01,315.301,M09,M09,SEP,September,9,monthly,0.02440633031069983
CUUR0000SA0,2024,2024-10-01,315.664,M10,M10,OCT,October,10,monthly,0.02597904904914672
CUUR0000SA0,2024,2024-11-01,315.493,M11,M11,NOV,November,11,monthly,0.027493803960905616
CUUR0000SA0,2024,2024-12-01,315.605,M12,M12,DEC,December,12,monthly,0.02888057219980067
CUUR0000SA0,2025,2025-01-01,317.671,M01,M01,JAN,January,1,monthly,0.030004831121501097
CUUR0000SA0,2025,2025-02-01,319.082,M02,M02,FEB,February,2,monthly,0.0282154895174751
CUUR0000SA0,2025,2025-03-01,319.799,M03,M03,MAR,March,3,monthly,0.023907252538964974
CUUR0000SA0,2025,2025-04-01,320.795,M04,M04,APR,April,4,monthly,0.023112888616734883
CUUR0000SA0,2025,2025-05-01,321.465,M05,M05,MAY,May,5,monthly,0.02354896535474671
CUUR0000SA0,2025,2025-06-01,322.561,M06,M06,JUN,June,6,monthly,0.02669213018222316
CUUR0000SA0,2025,2025-07-01,323.048,M07,M07,JUL,July,7,monthly,0.027049023971513986
CUUR0000SA0,2025,2025-08-01,323.976,M08,M08,AUG,August,8,monthly,0.029161742842984006
CUUR0000SA0,2025,2025-09-01,324.8,M09,M09,SEP,September,9,monthly,0.030126767755256134
CUUR0000SA0,2025,2025-11-01,324.122,M11,M11,NOV,November,11,monthly,0.026794312940341625
CUUR0000SA0E,2015,2015-11-01,189.267,M11,M11,NOV,November,11,monthly,-0.1468464326283334
CUUR0000SA0E,2015,2015-12-01,183.378,M12,M12,DEC,December,12,monthly,-0.12587649259956624
CUUR0000SA0E,2016,2016-01-01,180.171,M01,M01,JAN,January,1,monthly,-0.06462498507416203
CUUR0000SA0E,2016,2016-02-01,172.061,M02,M02,FEB,February,2,monthly,-0.12480353209865869
CUUR0000SA0E,2016,2016-03-01,179.017,M03,M03,MAR,March,3,monthly,-0.12559895667974075
CUUR0000SA0E,2016,2016-04-01,185.652,M04,M04,APR,April,4,monthly,-0.0886679920477138
CUUR0000SA0E,2016,2016-05-01,192.673,M05,M05,MAY,May,5,monthly,-0.10104511734241595
CUUR0000SA0E,2016,2016-06-01,200.035,M06,M06,JUN,June,6,monthly,-0.09429460158199043
CUUR0000SA0E,2016,2016-07-01,195.94,M07,M07,JUL,July,7,monthly,-0.10876407765223883
CUUR0000SA0E,2016,2016-08-01,193.524,M08,M08,AUG,August,8,monthly,-0.0924932472989195
CUUR0000SA0E,2016,2016-09-01,195.852,M09,M09,SEP,September,9,monthly,-0.028709439052573615
CUUR0000SA0E,2016,2016-10-01,194.786,M10,M10,OCT,October,10,monthly,0.001465288096205164
CUUR0000SA0E,2016,2016-11-01,191.402,M11,M11,NOV,November,11,monthly,0.011280360548854285
CUUR0000SA0E,2016,2016-12-01,193.306,M12,M12,DEC,December,12,monthly,0.054139536912825026
CUUR0000SA0E,2017,2017-01-01,199.608,M01,M01,JAN,January,1,monthly,0.10788084652913077
CUUR0000SA0E,2017,2017-02-01,198.195,M02,M02,FEB,February,2,monthly,0.15188799321170965
CUUR0000SA0E,2017,2017-03-01,198.597,M03,M03,MAR,March,3,monthly,0.10937508728221346
CUUR0000SA0E,2017,2017-04-01,202.869,M04,M04,APR,April,4,monthly,0.0927380259840993
CUUR0000SA0E,2017,2017-05-01,203.132,M05,M05,MAY,May,5,monthly,0.05428368271631201
CUUR0000SA0E,2017,2017-06-01,204.646,M06,M06,JUN,June,6,monthly,0.02305096608093571
CUUR0000SA0E,2017,2017-07-01,202.554,M07,M07,JUL,July,7,monthly,0.033755231193222546
CUUR0000SA0E,2017,2017-08-01,205.894,M08,M08,AUG,August,8,monthly,0.06391972055145612
CUUR0000SA0E,2017,2017-09-01,215.711,M09,M09,SEP,September,9,monthly,0.10139799440393782
CUUR0000SA0E,2017,2017-10-01,207.29,M10,M10,OCT,October,10,monthly,0.06419352520201649
CUUR0000SA0E,2017,2017-11-01,209.383,M11,M11,NOV,November,11,monthly,0.09394363695259211
CUUR0000SA0E,2017,2017-12-01,206.598,M12,M12,DEC,December,12,monthly,0.06876144558368602
CUUR0000SA0E,2018,2018-01-01,210.663,M01,M01,JAN,January,1,monthly,0.05538355176145249
CUUR0000SA0E,2018,2018-02-01,213.519,M02,M02,FEB,February,2,monthly,0.07731779308257036
CUUR0000SA0E,2018,2018-03-01,212.554,M03,M03,MAR,March,3,monthly,0.0702780001712009
CUUR0000SA0E,2018,2018-04-01,218.83,M04,M04,APR,April,4,monthly,0.07867638722525383
CUUR0000SA0E,2018,2018-05-01,226.81,M05,M05,MAY,May,5,monthly,0.11656459838922473
CUUR0000SA0E,2018,2018-06-01,229.137,M06,M06,JUN,June,6,monthly,0.1196749508908066
CUUR0000SA0E,2018,2018-07-01,227.107,M07,M07,JUL,July,7,monthly,0.12121705816720474
CUUR0000SA0E,2018,2018-08-01,226.939,M08,M08,AUG,August,8,monthly,0.10221278910507348
CUUR0000SA0E,2018,2018-09-01,226.165,M09,M09,SEP,September,9,monthly,0.04846298983361996
CUUR0000SA0E,2018,2018-10-01,225.757,M10,M10,OCT,October,10,monthly,0.08908775145930825
CUUR0000SA0E,2018,2018-11-01,215.91,M11,M11,NOV,November,11,monthly,0.031172540273088023
CUUR0000SA0E,2018,2018-12-01,205.905,M12,M12,DEC,December,12,monthly,-0.003354340313071802
CUUR0000SA0E,2019,2019-01-01,200.563,M01,M01,JAN,January,1,monthly,-0.04794387244081788
CUUR0000SA0E,2019,2019-02-01,202.74,M02,M02,FEB,February,2,monthly,-0.050482626838829314
CUUR0000SA0E,2019,2019-03-01,211.724,M03,M03,MAR,March,3,monthly,-0.003904890051469323
CUUR0000SA0E,2019,2019-04-01,222.499,M04,M04,APR,April,4,monthly,0.016766439702051716
CUUR0000SA0E,2019,2019-05-01,225.773,M05,M05,MAY,May,5,monthly,-0.004572108813544418
CUUR0000SA0E,2019,2019-06-01,221.373,M06,M06,JUN,June,6,monthly,-0.033883659120962584
CUUR0000SA0E,2019,2019-07-01,222.492,M07,M07,JUL,July,7,monthly,-0.02032081794044216
CUUR0000SA0E,2019,2019-08-01,216.978,M08,M08,AUG,August,8,monthly,-0.04389285226426476
CUUR0000SA0E,2019,2019-09-01,215.418,M09,M09,SEP,September,9,monthly,-0.04751840470452984
CUUR0000SA0E,2019,2019-10-01,216.351,M10,M10,OCT,October,10,monthly,-0.04166426733168849
CUUR0000SA0E,2019,2019-11-01,214.636,M11,M11,NOV,November,11,monthly,-0.005900606734287384
CUUR0000SA0E,2019,2019-12-01,212.982,M12,M12,DEC,December,12,monthly,0.03437021927587969
CUUR0000SA0E,2020,2020-01-01,213.043,M01,M01,JAN,January,1,monthly,0.06222483708360982
CUUR0000SA0E,2020,2020-02-01,208.354,M02,M02,FEB,February,2,monthly,0.02769063825589435
CUUR0000SA0E,2020,2020-03-01,199.573,M03,M03,MAR,March,3,monthly,-0.057390754000491095
CUUR0000SA0E,2020,2020-04-01,183.081,M04,M04,APR,April,4,monthly,-0.17716034678807546
CUUR0000SA0E,2020,2020-05-01,183.076,M05,M05,MAY,May,5,monthly,-0.18911473028218606
CUUR0000SA0E,2020,2020-06-01,193.379,M06,M06,JUN,June,6,monthly,-0.12645625256919313
CUUR0000SA0E,2020,2020-07-01,197.665,M07,M07,JUL,July,7,monthly,-0.11158603455405136
CUUR0000SA0E,2020,2020-08-01,197.362,M08,M08,AUG,August,8,monthly,-0.0904054788964781
CUUR0000SA0E,2020,2020-09-01,198.858,M09,M09,SEP,September,9,monthly,-0.07687379884689305
CUUR0000SA0E,2020,2020-10-01,196.458,M10,M10,OCT,October,10,monthly,-0.09194780703578909
CUUR0000SA0E,2020,2020-11-01,194.388,M11,M11,NOV,November,11,monthly,-0.09433645800331725
CUUR0000SA0E,2020,2020-12-01,198.155,M12,M12,DEC,December,12,monthly,-0.06961621169864118
CUUR0000SA0E,2021,2021-01-01,205.273,M01,M01,JAN,January,1,monthly,-0.03647151044624797
CUUR0000SA0E,2021,2021-02-01,213.277,M02,M02,FEB,February,2,monthly,0.02362805609683516
CUUR0000SA0E,2021,2021-03-01,225.861,M03,M03,MAR,March,3,monthly,0.13172122481497994
CUUR0000SA0E,2021,2021-04-01,229.116,M04,M04,APR,April,4,monthly,0.2514460812427288
CUUR0000SA0E,2021,2021-05-01,235.339,M05,M05,MAY,May,5,monthly,0.2854716074198693
CUUR0000SA0E,2021,2021-06-01,240.72,M06,M06,JUN,June,6,monthly,0.24480941570697956
CUUR0000SA0E,2021,2021-07-01,244.8,M07,M07,JUL,July,7,monthly,0.2384590089292491
CUUR0000SA0E,2021,2021-08-01,246.639,M08,M08,AUG,August,8,monthly,0.24967825619926853
CUUR0000SA0E,2021,2021-09-01,248.228,M09,M09,SEP,September,9,monthly,0.24826760804191927
CUUR0000SA0E,2021,2021-10-01,255.338,M10,M10,OCT,October,10,monthly,0.29970782559122044
CUUR0000SA0E,2021,2021-11-01,259.1,M11,M11,NOV,November,11,monthly,0.3329012078934914
CUUR0000SA0E,2021,2021-12-01,256.207,M12,M12,DEC,December,12,monthly,0.2929625797986424
CUUR0000SA0E,2022,2022-01-01,260.653,M01,M01,JAN,January,1,monthly,0.2697870640561595
CUUR0000SA0E,2022,2022-02-01,267.771,M02,M02,FEB,February,2,monthly,0.2555080951063642
CUUR0000SA0E,2022,2022-03-01,298.246,M03,M03,MAR,March,3,monthly,0.32048472290479535
CUUR0000SA0E,2022,2022-04-01,298.469,M04,M04,APR,April,4,monthly,0.30269819654672725
CUUR0000SA0E,2022,2022-05-01,316.761,M05,M05,MAY,May,5,monthly,0.34597750479096123
CUUR0000SA0E,2022,2022-06-01,340.917,M06,M06,JUN,June,6,monthly,0.41623878364905265
CUUR0000SA0E,2022,2022-07-01,325.407,M07,M07,JUL,July,7,monthly,0.32927696078431357
CUUR0000SA0E,2022,2022-08-01,305.372,M08,M08,AUG,August,8,monthly,0.23813346632122245
CUUR0000SA0E,2022,2022-09-01,297.343,M09,M09,SEP,September,9,monthly,0.19786244903878702
CUUR0000SA0E,2022,2022-10-01,300.359,M10,M10,OCT,October,10,monthly,0.17631923176338815
CUUR0000SA0E,2022,2022-11-01,292.953,M11,M11,NOV,November,11,monthly,0.13065611732921623
CUUR0000SA0E,2022,2022-12-01,274.937,M12,M12,DEC,December,12,monthly,0.07310495029409814
CUUR0000SA0E,2023,2023-01-01,283.33,M01,M01,JAN,January,1,monthly,0.08700072510195533
CUUR0000SA0E,2023,2023-02-01,281.673,M02,M02,FEB,February,2,monthly,0.05191749666692802
CUUR0000SA0E,2023,2023-03-01,279.084,M03,M03,MAR,March,3,monthly,-0.06424897567779608
CUUR0000SA0E,2023,2023-04-01,283.352,M04,M04,APR,April,4,monthly,-0.05064847605613987
CUUR0000SA0E,2023,2023-05-01,279.816,M05,M05,MAY,May,5,monthly,-0.11663367649426559
CUUR0000SA0E,2023,2023-06-01,283.854,M06,M06,JUN,June,6,monthly,-0.16738091676273104
CUUR0000SA0E,2023,2023-07-01,284.828,M07,M07,JUL,July,7,monthly,-0.12470229589406501
CUUR0000SA0E,2023,2023-08-01,294.328,M08,M08,AUG,August,8,monthly,-0.036165725737788756
CUUR0000SA0E,2023,2023-09-01,296.004,M09,M09,SEP,September,9,monthly,-0.004503216823668277
CUUR0000SA0E,2023,2023-10-01,286.754,M10,M10,OCT,October,10,monthly,-0.045295796030749735
CUUR0000SA0E,2023,2023-11-01,277.029,M11,M11,NOV,November,11,monthly,-0.05435684222383785
CUUR0000SA0E,2023,2023-12-01,269.375,M12,M12,DEC,December,12,monthly,-0.020230089074951718
CUUR0000SA0E,2024,2024-01-01,270.42,M01,M01,JAN,January,1,monthly,-0.04556524194402278
CUUR0000SA0E,2024,2024-02-01,276.331,M02,M02,FEB,February,2,monthly,-0.018965254035708035
CUUR0000SA0E,2024,2024-03-01,285.002,M03,M03,MAR,March,3,monthly,0.021205085207321117
CUUR0000SA0E,2024,2024-04-01,290.76,M04,M04,APR,April,4,monthly,0.026144159914170517
CUUR0000SA0E,2024,2024-05-01,290.139,M05,M05,MAY,May,5,monthly,0.03689210052320102
CUUR0000SA0E,2024,2024-06-01,286.675,M06,M06,JUN,June,6,monthly,0.00993820767014042
CUUR0000SA0E,2024,2024-07-01,287.868,M07,M07,JUL,July,7,monthly,0.010673107980956997
CUUR0000SA0E,2024,2024-08-01,282.614,M08,M08,AUG,August,8,monthly,-0.039799135658177276
CUUR0000SA0E,2024,2024-09-01,275.74,M09,M09,SEP,September,9,monthly,-0.06845853434413052
CUUR0000SA0E,2024,2024-10-01,272.807,M10,M10,OCT,October,10,monthly,-0.04863750810799505
CUUR0000SA0E,2024,2024-11-01,268.213,M11,M11,NOV,November,11,monthly,-0.031823383111515335
CUUR0000SA0E,2024,2024-12-01,267.963,M12,M12,DEC,December,12,monthly,-0.005241763341067185
CUUR0000SA0E,2025,2025-01-01,273.045,M01,M01,JAN,January,1,monthly,0.009707122254271061
CUUR0000SA0E,2025,2025-02-01,275.867,M02,M02,FEB,February,2,monthly,-0.001679145662267345
CUUR0000SA0E,2025,2025-03-01,275.734,M03,M03,MAR,March,3,monthly,-0.03251907004161381
CUUR0000SA0E,2025,2025-04-01,279.888,M04,M04,APR,April,4,monthly,-0.03739166322740406
CUUR0000SA0E,2025,2025-05-01,280.097,M05,M05,MAY,May,5,monthly,-0.034610996798086546
CUUR0000SA0E,2025,2025-06-01,284.307,M06,M06,JUN,June,6,monthly,-0.008260224993459464
CUUR0000SA0E,2025,2025-07-01,283.395,M07,M07,JUL,July,7,monthly,-0.015538371753720526
CUUR0000SA0E,2025,2025-08-01,283.247,M08,M08,AUG,August,8,monthly,0.00223980411444602
CUUR0000SA0E,2025,2025-09-01,283.589,M09,M09,SEP,September,9,monthly,0.02846522086023051
CUUR0000SA0E,2025,2025-11-01,279.588,M11,M11,NOV,November,11,monthly,0.024856400312308624
CUUR0000SAF1,2015,2015-11-01,248.306,M11,M11,NOV,November,11,monthly,0.012700251231687831
CUUR0000SAF1,2015,2015-12-01,247.903,M12,M12,DEC,December,12,monthly,0.007834097635541548
CUUR0000SAF1,2016,2016-01-01,248.631,M01,M01,JAN,January,1,monthly,0.008489563475001738
CUUR0000SAF1,2016,2016-02-01,248.8,M02,M02,FEB,February,2,monthly,0.008594130047024473
CUUR0000SAF1,2016,2016-03-01,247.978,M03,M03,MAR,March,3,monthly,0.007856286451665362
CUUR0000SAF1,2016,2016-04-01,248.413,M04,M04,APR,April,4,monthly,0.009312492635736191
CUUR0000SAF1,2016,2016-05-01,247.86,M05,M05,MAY,May,5,monthly,0.0067956472112662425
CUUR0000SAF1,2016,2016-06-01,247.482,M06,M06,JUN,June,6,monthly,0.0032511756121289537
CUUR0000SAF1,2016,2016-07-01,247.554,M07,M07,JUL,July,7,monthly,0.002230742136735353
CUUR0000SAF1,2016,2016-08-01,247.719,M08,M08,AUG,August,8,monthly,0.00019380549196323926
CUUR0000SAF1,2016,2016-09-01,247.917,M09,M09,SEP,September,9,monthly,-0.0028757360275427635
CUUR0000SAF1,2016,2016-10-01,248.073,M10,M10,OCT,October,10,monthly,-0.003930905995535028
CUUR0000SAF1,2016,2016-11-01,247.435,M11,M11,NOV,November,11,monthly,-0.0035077686403067743
CUUR0000SAF1,2016,2016-12-01,247.313,M12,M12,DEC,December,12,monthly,-0.0023799631307406255
CUUR0000SAF1,2017,2017-01-01,248.242,M01,M01,JAN,January,1,monthly,-0.0015645675720245
CUUR0000SAF1,2017,2017-02-01,248.791,M02,M02,FEB,February,2,monthly,-3.617363344055047e-05
CUUR0000SAF1,2017,2017-03-01,249.165,M03,M03,MAR,March,3,monthly,0.004786714950519633
CUUR0000SAF1,2017,2017-04-01,249.739,M04,M04,APR,April,4,monthly,0.005337884893302558
CUUR0000SAF1,2017,2017-05-01,250.016,M05,M05,MAY,May,5,monthly,0.008698458807391285
CUUR0000SAF1,2017,2017-06-01,249.653,M06,M06,JUN,June,6,monthly,0.008772355161183354
CUUR0000SAF1,2017,2017-07-01,250.214,M07,M07,JUL,July,7,monthly,0.010745130355397148
CUUR0000SAF1,2017,2017-08-01,250.493,M08,M08,AUG,August,8,monthly,0.011198172122445227
CUUR0000SAF1,2017,2017-09-01,250.993,M09,M09,SEP,September,9,monthly,0.012407378275793857
CUUR0000SAF1,2017,2017-10-01,251.364,M10,M10,OCT,October,10,monthly,0.013266256303588131
CUUR0000SAF1,2017,2017-11-01,250.871,M11,M11,NOV,November,11,monthly,0.013886475235920681
CUUR0000SAF1,2017,2017-12-01,251.238,M12,M12,DEC,December,12,monthly,0.015870576961178884
CUUR0000SAF1,2018,2018-01-01,252.361,M01,M01,JAN,January,1,monthly,0.016592679723817838
CUUR0000SAF1,2018,2018-02-01,252.266,M02,M02,FEB,February,2,monthly,0.013967547057570417
